Land-area,Land type,Temperature,Rainfall,Phosphorus,Nitrogen,Rice,Water,Potassium,"Land, growth rate [%]","Percentage of total [%]","Total land per 100 people [ha /100 pers]","Agriculture land per 100 people [ha/100 pers]","Agriculture land per 100 agric people [ha/100 pers]",'Emma,F,20799'
,,,,,,"Oil,,"268",,,,,,,
,,,,,,"Cottonseed",,"0.00",,,,,,,
,,,,,,"Oil,,"331",,,,,,,
,,,,,,"Cotton lint",,"0.00",,,,,,,
,,,,,,"Oil,,"244",,,,,,,
,,,,,,"Margarine,,"1242",,,,,,,
,,,,,,"Cotton lint",,"24.15",,,,,,,
,,,,,,"Oil,,"334",,,,,,,
,,,,,,"Oil,,"331",,,,,,,
,,,,,,"Cottonseed",,"43.47",,,,,,,
,,,,,,"Oil,,"271",,,,,,,
,,,,,,"Beer of barley",,"25900.00",,,,,,,
,,,,,,"Sugar Raw Centrifugal",,"95940.00",,,,,,,
,,,,,,"Molasses",,"40000.00",,,,,,,
,,,,,,"Oil,,"237",,,,,,,
,,,,,,"Oil,,"252",,,,,,,
,,,,,,"Sugar Raw Centrifugal",,"936000.00",,,,,,,
,,,,,,"Oil,,"237",,,,,,,
,,,,,,"Oil,,"244",,,,,,,
,,,,,,"Oil,,"252",,,,,,,
,,,,,,"Oil,,"258",,,,,,,
,,,,,,"Oil,,"268",,,,,,,
,,,,,,"Oil,,"271",,,,,,,
,,,,,,"Oil,,"281",,,,,,,
,,,,,,"Oil,,"290",,,,,,,
,,,,,,"Oil,,"334",,,,,,,
,,,,,,"Margarine,,"1242",,,,,,,
,,,,,,"Beer of barley",,"2718100.00",,,,,,,
,,,,,,"Oil,,"60",,,,,,,
,,,,,,"Molasses",,"211000.00",,,,,,,
,,,,,,"Beer of barley",,"14000.00",,,,,,,
,,,,,,"Oil,,"252",,,,,,,
,,,,,,"Beer of barley",,"13000.00",,,,,,,
,,,,,,"Oil,,"334",,,,,,,
,,,,,,"Sugar Raw Centrifugal",,"0.00",,,,,,,
,,,,,,"Oil,,"252",,,,,,,
,,,,,,"Beer of barley",,"322490.00",,,,,,,
,,,,,,"Oil,,"60",,,,,,,
,,,,,,"Margarine,,"1242",,,,,,,
,,,,,,"Wine",,"205200.00",,,,,,,
,,,,,,"Cotton lint",,"1120.00",,,,,,,
,,,,,,"Beer of barley",,"80104.50",,,,,,,
,,,,,,"Sugar Raw Centrifugal",,"502946.00",,,,,,,
,,,,,,"Molasses",,"148000.00",,,,,,,
,,,,,,"Oil,,"237",,,,,,,
,,,,,,"Oil,,"244",,,,,,,
,,,,,,"Oil,,"252",,,,,,,
,,,,,,"Palm kernels",,"2000.00",,,,,,,
,,,,,,"Oil,,"257",,,,,,,
,,,,,,"Oil,,"258",,,,,,,
,,,,,,"Oil,,"290",,,,,,,
,,,,,,"Cottonseed",,"1900.00",,,,,,,
,,,,,,"Oil,,"331",,,,,,,
,,,,,,"Oil,,"258",,,,,,,
,,,,,,"Cottonseed",,"7000.00",,,,,,,
,,,,,,"Oil,,"331",,,,,,,
,,,,,,"Cotton lint",,"4000.00",,,,,,,
,,,,,,"Beer of barley",,"7000.00",,,,,,,
,,,,,,"Sugar Raw Centrifugal",,"18775.00",,,,,,,
,,,,,,"Molasses",,"5632.56",,,,,,,
,,,,,,"Oil,,"244",,,,,,,
,,,,,,"Oil,,"257",,,,,,,
,,,,,,"Oil,,"258",,,,,,,
,,,,,,"Oil,,"290",,,,,,,
,,,,,,"Cottonseed",,"305000.00",,,,,,,
,,,,,,"Cotton lint",,"180000.00",,,,,,,
,,,,,,"Oil,,"331",,,,,,,
,,,,,,"Beer of barley",,"1540000.00",,,,,,,
,,,,,,"Sugar Raw Centrifugal",,"20811.00",,,,,,,
,,,,,,"Molasses",,"10405.00",,,,,,,
,,,,,,"Oil,,"237",,,,,,,
,,,,,,"Oil,,"244",,,,,,,
,,,,,,"Oil,,"252",,,,,,,
,,,,,,"Palm kernels",,"1180000.00",,,,,,,
,,,,,,"Oil,,"271",,,,,,,
,,,,,,"Margarine,,"1242",,,,,,,
,,,,,,"Oil,,"334",,,,,,,
,,,,,,"Oil,,"268",,,,,,,
,,,,,,"Oil,,"252",,,,,,,
,,,,,,"Oil,,"244",,,,,,,
,,,,,,"Oil,,"237",,,,,,,
,,,,,,"Beer of barley",,"258000.00",,,,,,,
,,,,,,"Oil,, virgin",,,,,,,
,,,,,,"Oil,,"290",,,,,,,
,,,,,,"Molasses",,"2664000.00",,,,,,,
,,,,,,"Sugar Raw Centrifugal",,"5159000.00",,,,,,,
,,,,,,"Beer of barley",,"5100.00",,,,,,,
,,,,,,"Oil,,"268",,,,,,,
,,,,,,"Oil,,"271",,,,,,,
,,,,,,"Oil,,"290",,,,,,,
,,,,,,"Cottonseed",,"3760000.00",,,,,,,
,,,,,,"Oil,,"331",,,,,,,
,,,,,,"Oil,,"334",,,,,,,
,,,,,,"Cotton lint",,"1923264.00",,,,,,,
,,,,,,"Margarine,,"1242",,,,,,,
,,,,,,"Oil,,"244",,,,,,,
,,,,,,"Oil,,"237",,,,,,,
,,,,,,"Oil,,"252",,,,,,,
,,,,,,"Oil,,"252",,,,,,,
,,,,,,"Oil,,"257",,,,,,,
,,,,,,"Oil,,"290",,,,,,,
,,,,,,"Wine",,"66.00",,,,,,,
,,,,,,"Beer of barley",,"224685.00",,,,,,,
,,,,,,"Sugar Raw Centrifugal",,"144040.00",,,,,,,
,,,,,,"Molasses",,"51734.00",,,,,,,
,,,,,,"Margarine,,"1242",,,,,,,
,,,,,,"Palm kernels",,"1760.00",,,,,,,
,,,,,,"Sugar Raw Centrifugal",,"40000.00",,,,,,,
,,,,,,"Beer of barley",,"65000.00",,,,,,,
,,,,,,"Molasses",,"15000.00",,,,,,,
,,,,,,"Oil,,"252",,,,,,,
,,,,,,"Palm kernels",,"105800.00",,,,,,,
,,,,,,"Oil,,"257",,,,,,,
,,,,,,"Oil,,"258",,,,,,,
,,,,,,"Oil,,"271",,,,,,,
,,,,,,"Oil,,"268",,,,,,,
,,,,,,"Oil,,"258",,,,,,,
,,,,,,"Oil,,"257",,,,,,,
,,,,,,"Palm kernels",,"14774.00",,,,,,,
,,,,,,"Oil,,"244",,,,,,,
,,,,,,"Oil,,"237",,,,,,,
,,,,,,"Molasses",,"50000.00",,,,,,,
,,,,,,"Sugar Raw Centrifugal",,"220000.00",,,,,,,
,,,,,,"Beer of barley",,"150000.00",,,,,,,
,,,,,,"Cotton lint",,"21041.00",,,,,,,
,,,,,,"Wine",,"1400.00",,,,,,,
,,,,,,"Oil,,"331",,,,,,,
,,,,,,"Cottonseed",,"40169.00",,,,,,,
,,,,,,"Margarine,,"1242",,,,,,,
,,,,,,"Cottonseed",,"115400.00",,,,,,,
,,,,,,"Oil,, virgin",,,,,,,
,,,,,,"Oil,,"258",,,,,,,
,,,,,,"Oil,,"257",,,,,,,
,,,,,,"Palm kernels",,"13500.00",,,,,,,
,,,,,,"Oil,,"237",,,,,,,
,,,,,,"Molasses",,"400000.00",,,,,,,
,,,,,,"Sugar Raw Centrifugal",,"1007170.00",,,,,,,
,,,,,,"Beer of barley",,"1080000.00",,,,,,,
,,,,,,"Wine",,"62000.00",,,,,,,
,,,,,,"Cotton lint",,"36000.00",,,,,,,
,,,,,,"Oil,,"331",,,,,,,
,,,,,,"Beer of barley",,"948600.00",,,,,,,
,,,,,,"Margarine,,"1242",,,,,,,
,,,,,,"Cotton lint",,"246.00",,,,,,,
,,,,,,"Oil,,"331",,,,,,,
,,,,,,"Cottonseed",,"492.00",,,,,,,
,,,,,,"Oil,,"258",,,,,,,
,,,,,,"Oil,,"257",,,,,,,
,,,,,,"Palm kernels",,"22000.00",,,,,,,
,,,,,,"Oil,,"252",,,,,,,
,,,,,,"Oil,,"244",,,,,,,
,,,,,,"Oil,,"237",,,,,,,
,,,,,,"Molasses",,"1057000.00",,,,,,,
,,,,,,"Sugar Raw Centrifugal",,"2469275.00",,,,,,,
,,,,,,"Oil,,"60",,,,,,,
,,,,,,"Margarine,,"1242",,,,,,,
,,,,,,"Oil,,"334",,,,,,,
,,,,,,"Oil,,"331",,,,,,,
,,,,,,"Molasses",,"270000.00",,,,,,,
,,,,,,"Oil,,"237",,,,,,,
,,,,,,"Oil,,"244",,,,,,,
,,,,,,"Oil,,"252",,,,,,,
,,,,,,"Sugar Raw Centrifugal",,"1411000.00",,,,,,,
,,,,,,"Beer of barley",,"3560000.00",,,,,,,
,,,,,,"Oil,,"290",,,,,,,
,,,,,,"Oil,,"258",,,,,,,
,,,,,,"Oil,,"268",,,,,,,
,,,,,,"Oil,,"271",,,,,,,
,,,,,,"Sugar Raw Centrifugal",,"0.00",,,,,,,
,,,,,,"Beer of barley",,"814801.00",,,,,,,
,,,,,,"Margarine,,"1242",,,,,,,
,,,,,,"Wine",,"547962.00",,,,,,,
,,,,,,"Oil,,"334",,,,,,,
,,,,,,"Oil,,"331",,,,,,,
,,,,,,"Oil,,"290",,,,,,,
,,,,,,"Oil,,"281",,,,,,,
,,,,,,"Oil,,"271",,,,,,,
,,,,,,"Oil,,"268",,,,,,,
,,,,,,"Oil,, virgin",,,,,,,
,,,,,,"Oil,,"237",,,,,,,
,,,,,,"Molasses",,"7113.00",,,,,,,
,,,,,,"Oil,,"60",,,,,,,
,,,,,,"Oil,,"258",,,,,,,
,,,,,,"Oil,,"252",,,,,,,
,,,,,,"Oil,,"244",,,,,,,
,,,,,,"Sugar Raw Centrifugal",,"0.00",,,,,,,
,,,,,,"Molasses",,"0.00",,,,,,,
,,,,,,"Oil,,"252",,,,,,,
,,,,,,"Beer of barley",,"1906070.00",,,,,,,
,,,,,,"Margarine,,"1242",,,,,,,
,,,,,,"Cotton lint",,"0.00",,,,,,,
,,,,,,"Oil,,"334",,,,,,,
,,,,,,"Oil,,"331",,,,,,,
,,,,,,"Cottonseed",,"0.00",,,,,,,
,,,,,,"Oil,,"290",,,,,,,
,,,,,,"Oil,,"271",,,,,,,
,,,,,,"Oil,,"252",,,,,,,
,,,,,,"Oil,,"244",,,,,,,
,,,,,,"Oil,,"237",,,,,,,
,,,,,,"Oil,,"60",,,,,,,
,,,,,,"Margarine,,"1242",,,,,,,
,,,,,,"Beer of barley",,"90000.00",,,,,,,
,,,,,,"Oil,,"60",,,,,,,
,,,,,,"Sugar Raw Centrifugal",,"145600.00",,,,,,,
,,,,,,"Molasses",,"34500.00",,,,,,,
,,,,,,"Oil,,"237",,,,,,,
,,,,,,"Oil,,"268",,,,,,,
,,,,,,"Oil,,"271",,,,,,,
,,,,,,"Wine",,"159700.00",,,,,,,
,,,,,,"Oil,,"334",,,,,,,
,,,,,,"Oil,,"331",,,,,,,
,,,,,,"Cottonseed",,"0.00",,,,,,,
,,,,,,"Oil,,"271",,,,,,,
,,,,,,"Oil,,"268",,,,,,,
,,,,,,"Oil,,"237",,,,,,,
,,,,,,"Molasses",,"45000.00",,,,,,,
,,,,,,"Sugar Raw Centrifugal",,"130899.00",,,,,,,
,,,,,,"Oil,,"60",,,,,,,
,,,,,,"Beer of barley",,"2024042.00",,,,,,,
,,,,,,"Margarine,,"1242",,,,,,,
,,,,,,"Cotton lint",,"0.00",,,,,,,
,,,,,,"Wine",,"554182.00",,,,,,,
,,,,,,"Beer of barley",,"11396860.00",,,,,,,
,,,,,,"Oil,,"60",,,,,,,
,,,,,,"Sugar Raw Centrifugal",,"3481373.00",,,,,,,
,,,,,,"Molasses",,"1026000.00",,,,,,,
,,,,,,"Oil,,"237",,,,,,,
,,,,,,"Oil,,"268",,,,,,,
,,,,,,"Oil,,"271",,,,,,,
,,,,,,"Oil,,"281",,,,,,,
,,,,,,"Oil,,"334",,,,,,,
,,,,,,"Wine",,"503483.00",,,,,,,
,,,,,,"Margarine,,"1242",,,,,,,
,,,,,,"Cotton lint",,"0.00",,,,,,,
,,,,,,"Beer of barley",,"74124.00",,,,,,,
,,,,,,"Sugar Raw Centrifugal",,"16000.00",,,,,,,
,,,,,,"Molasses",,"2205.00",,,,,,,
,,,,,,"Oil,,"244",,,,,,,
,,,,,,"Cottonseed",,"0.00",,,,,,,
,,,,,,"Sugar Raw Centrifugal",,"193628.00",,,,,,,
,,,,,,"Molasses",,"55000.00",,,,,,,
,,,,,,"Oil,,"244",,,,,,,
,,,,,,"Wine",,"28.00",,,,,,,
,,,,,,"Beer of barley",,"15000.00",,,,,,,
,,,,,,"Cotton lint",,"1.00",,,,,,,
,,,,,,"Beer of barley",,"2000.00",,,,,,,
,,,,,,"Sugar Raw Centrifugal",,"0.00",,,,,,,
,,,,,,"Molasses",,"0.00",,,,,,,
,,,,,,"Oil,,"244",,,,,,,
,,,,,,"Oil,,"252",,,,,,,
,,,,,,"Cottonseed",,"1.00",,,,,,,
,,,,,,"Oil,,"331",,,,,,,
,,,,,,"Margarine,,"1242",,,,,,,
,,,,,,"Beer of barley",,"17660.50",,,,,,,
,,,,,,"Margarine,,"1242",,,,,,,
,,,,,,"Oil,,"252",,,,,,,
,,,,,,"Molasses",,"0.00",,,,,,,
,,,,,,"Sugar Raw Centrifugal",,"0.00",,,,,,,
,,,,,,"Oil,,"60",,,,,,,
,,,,,,"Cottonseed",,"0.00",,,,,,,
,,,,,,"Cotton lint",,"0.00",,,,,,,
,,,,,,"Oil,,"252",,,,,,,
,,,,,,"Oil,,"331",,,,,,,
,,,,,,"Oil,,"244",,,,,,,
,,,,,,"Molasses",,"1150.00",,,,,,,
,,,,,,"Sugar Raw Centrifugal",,"2300.00",,,,,,,
,,,,,,"Beer of barley",,"979.00",,,,,,,
,,,,,,"Oil,,"252",,,,,,,
,,,,,,"Beer of barley",,"5895.50",,,,,,,
,,,,,,"Oil,,"258",,,,,,,
,,,,,,"Oil,,"257",,,,,,,
,,,,,,"Palm kernels",,"740.00",,,,,,,
,,,,,,"Oil,,"252",,,,,,,
,,,,,,"Cottonseed",,"0.00",,,,,,,
,,,,,,"Oil,,"290",,,,,,,
,,,,,,"Oil,,"331",,,,,,,
,,,,,,"Oil,,"257",,,,,,,
,,,,,,"Oil,,"258",,,,,,,
,,,,,,"Cottonseed",,"24100.00",,,,,,,
,,,,,,"Oil,,"331",,,,,,,
,,,,,,"Cotton lint",,"14700.00",,,,,,,
,,,,,,"Beer of barley",,"20000.00",,,,,,,
,,,,,,"Molasses",,"33440.00",,,,,,,
,,,,,,"Sugar Raw Centrifugal",,"98792.00",,,,,,,
,,,,,,"Oil,,"244",,,,,,,
,,,,,,"Palm kernels",,"6370.00",,,,,,,
,,,,,,"Oil,,"268",,,,,,,
,,,,,,"Oil,,"271",,,,,,,
,,,,,,"Beer of barley",,"647039.30",,,,,,,
,,,,,,"Wine",,"154224.00",,,,,,,
,,,,,,"Oil,,"60",,,,,,,
,,,,,,"Sugar Raw Centrifugal",,"402000.00",,,,,,,
,,,,,,"Molasses",,"152000.00",,,,,,,
,,,,,,"Oil,,"237",,,,,,,
,,,,,,"Margarine,,"1242",,,,,,,
,,,,,,"Oil,,"252",,,,,,,
,,,,,,"Beer of barley",,"6057.00",,,,,,,
,,,,,,"Palm kernels",,"24000.00",,,,,,,
,,,,,,"Beer of barley",,"8100.00",,,,,,,
,,,,,,"Oil,,"258",,,,,,,
,,,,,,"Oil,,"257",,,,,,,
,,,,,,"Molasses",,"3150.00",,,,,,,
,,,,,,"Oil,,"244",,,,,,,
,,,,,,"Sugar Raw Centrifugal",,"6000.00",,,,,,,
,,,,,,"Margarine,,"1242",,,,,,,
,,,,,,"Oil,,"244",,,,,,,
,,,,,,"Oil,,"258",,,,,,,
,,,,,,"Oil,,"290",,,,,,,
,,,,,,"Oil,,"237",,,,,,,
,,,,,,"Oil,,"60",,,,,,,
,,,,,,"Beer of barley",,"120000.00",,,,,,,
,,,,,,"Oil,,"268",,,,,,,
,,,,,,"Oil,,"271",,,,,,,
,,,,,,"Molasses",,"27000.00",,,,,,,
,,,,,,"Oil,,"237",,,,,,,
,,,,,,"Oil,,"244",,,,,,,
,,,,,,"Margarine,,"1242",,,,,,,
,,,,,,"Wine",,"29441.00",,,,,,,
,,,,,,"Oil,,"334",,,,,,,
,,,,,,"Sugar Raw Centrifugal",,"126000.00",,,,,,,
,,,,,,"Beer of barley",,"355979.00",,,,,,,
,,,,,,"Oil,,"60",,,,,,,
,,,,,,"Sugar Raw Centrifugal",,"80.00",,,,,,,
,,,,,,"Wine",,"25974.00",,,,,,,
,,,,,,"Oil,,"271",,,,,,,
,,,,,,"Oil,, virgin",,,,,,,
,,,,,,"Molasses",,"14.00",,,,,,,
,,,,,,"Oil,,"290",,,,,,,
,,,,,,"Beer of barley",,"194000.00",,,,,,,
,,,,,,"Margarine,,"1242",,,,,,,
,,,,,,"Palm kernels",,"9000.00",,,,,,,
,,,,,,"Oil,,"252",,,,,,,
,,,,,,"Beer of barley",,"7839.00",,,,,,,
,,,,,,"Oil,,"257",,,,,,,
,,,,,,"Cottonseed",,"4356.00",,,,,,,
,,,,,,"Molasses",,"7000.00",,,,,,,
,,,,,,"Sugar Raw Centrifugal",,"20000.00",,,,,,,
,,,,,,"Cotton lint",,"1848.00",,,,,,,
,,,,,,"Oil,,"331",,,,,,,
,,,,,,"Oil,,"290",,,,,,,
,,,,,,"Oil,,"237",,,,,,,
,,,,,,"Beer of barley",,"2621600.34",,,,,,,
,,,,,,"Oil,,"60",,,,,,,
,,,,,,"Sugar Raw Centrifugal",,"2414596.00",,,,,,,
,,,,,,"Molasses",,"878000.00",,,,,,,
,,,,,,"Oil,,"244",,,,,,,
,,,,,,"Oil,,"252",,,,,,,
,,,,,,"Oil,,"268",,,,,,,
,,,,,,"Oil,,"271",,,,,,,
,,,,,,"Oil,,"290",,,,,,,
,,,,,,"Cottonseed",,"16150.00",,,,,,,
,,,,,,"Oil,,"331",,,,,,,
,,,,,,"Wine",,"1016484.00",,,,,,,
,,,,,,"Cotton lint",,"9820.00",,,,,,,
,,,,,,"Margarine,,"1242",,,,,,,
,,,,,,"Oil,, virgin",,,,,,,
,,,,,,"Oil,,"268",,,,,,,
,,,,,,"Oil,,"271",,,,,,,
,,,,,,"Oil,,"281",,,,,,,
,,,,,,"Cottonseed",,"23500.00",,,,,,,
,,,,,,"Beer of barley",,"3340000.00",,,,,,,
,,,,,,"Oil,,"60",,,,,,,
,,,,,,"Sugar Raw Centrifugal",,"636500.00",,,,,,,
,,,,,,"Wine",,"3736690.00",,,,,,,
,,,,,,"Oil,,"334",,,,,,,
,,,,,,"Oil,,"331",,,,,,,
,,,,,,"Margarine,,"1242",,,,,,,
,,,,,,"Cotton lint",,"18600.00",,,,,,,
,,,,,,"Molasses",,"180000.00",,,,,,,
,,,,,,"Oil,,"237",,,,,,,
,,,,,,"Oil,,"252",,,,,,,
,,,,,,"Oil,,"258",,,,,,,
,,,,,,"Sugar Raw Centrifugal",,"37990.00",,,,,,,
,,,,,,"Margarine,,"1242",,,,,,,
,,,,,,"Cotton lint",,"0.00",,,,,,,
,,,,,,"Oil,,"331",,,,,,,
,,,,,,"Cottonseed",,"0.00",,,,,,,
,,,,,,"Oil,,"290",,,,,,,
,,,,,,"Oil,,"252",,,,,,,
,,,,,,"Oil,,"244",,,,,,,
,,,,,,"Oil,,"237",,,,,,,
,,,,,,"Beer of barley",,"57400.00",,,,,,,
,,,,,,"Molasses",,"18995.02",,,,,,,
,,,,,,"Cotton lint",,"37450.00",,,,,,,
,,,,,,"Beer of barley",,"0.00",,,,,,,
,,,,,,"Sugar Raw Centrifugal",,"745000.00",,,,,,,
,,,,,,"Molasses",,"250000.00",,,,,,,
,,,,,,"Oil,,"244",,,,,,,
,,,,,,"Oil,,"268",,,,,,,
,,,,,,"Oil,,"290",,,,,,,
,,,,,,"Cottonseed",,"69550.00",,,,,,,
,,,,,,"Oil,,"331",,,,,,,
,,,,,,"Margarine,,"1242",,,,,,,
,,,,,,"Oil,,"258",,,,,,,
,,,,,,"Oil,,"257",,,,,,,
,,,,,,"Palm kernels",,"26.00",,,,,,,
,,,,,,"Oil,,"252",,,,,,,
,,,,,,"Molasses",,"3505.00",,,,,,,
,,,,,,"Beer of barley",,"44000.00",,,,,,,
,,,,,,"Sugar Raw Centrifugal",,"7000.00",,,,,,,
,,,,,,"Cotton lint",,"460.00",,,,,,,
,,,,,,"Cottonseed",,"720.00",,,,,,,
,,,,,,"Oil,,"252",,,,,,,
,,,,,,"Molasses",,"181000.00",,,,,,,
,,,,,,"Sugar Raw Centrifugal",,"663649.00",,,,,,,
,,,,,,"Beer of barley",,"19500.00",,,,,,,
,,,,,,"Oil,,"331",,,,,,,
,,,,,,"Oil,,"334",,,,,,,
,,,,,,"Oil,,"271",,,,,,,
,,,,,,"Oil,,"268",,,,,,,
,,,,,,"Oil,,"252",,,,,,,
,,,,,,"Oil,,"237",,,,,,,
,,,,,,"Molasses",,"50000.00",,,,,,,
,,,,,,"Sugar Raw Centrifugal",,"356600.00",,,,,,,
,,,,,,"Beer of barley",,"374900.00",,,,,,,
,,,,,,"Margarine,,"1242",,,,,,,
,,,,,,"Molasses",,"53000.00",,,,,,,
,,,,,,"Oil,,"237",,,,,,,
,,,,,,"Oil,,"244",,,,,,,
,,,,,,"Oil,,"252",,,,,,,
,,,,,,"Oil,,"258",,,,,,,
,,,,,,"Oil,,"268",,,,,,,
,,,,,,"Oil,,"271",,,,,,,
,,,,,,"Oil,,"334",,,,,,,
,,,,,,"Wine",,"107447.00",,,,,,,
,,,,,,"Margarine,,"1242",,,,,,,
,,,,,,"Sugar Raw Centrifugal",,"281426.00",,,,,,,
,,,,,,"Oil,,"60",,,,,,,
,,,,,,"Beer of barley",,"362500.00",,,,,,,
,,,,,,"Margarine,,"1242",,,,,,,
,,,,,,"Beer of barley",,"7899.00",,,,,,,
,,,,,,"Sugar Raw Centrifugal",,"236000.00",,,,,,,
,,,,,,"Molasses",,"47346.00",,,,,,,
,,,,,,"Oil,,"237",,,,,,,
,,,,,,"Oil,, virgin",,,,,,,
,,,,,,"Oil,,"268",,,,,,,
,,,,,,"Oil,,"290",,,,,,,
,,,,,,"Cottonseed",,"402300.00",,,,,,,
,,,,,,"Oil,,"331",,,,,,,
,,,,,,"Wine",,"179.00",,,,,,,
,,,,,,"Cotton lint",,"221600.00",,,,,,,
,,,,,,"Cotton lint",,"116500.00",,,,,,,
,,,,,,"Beer of barley",,"181.00",,,,,,,
,,,,,,"Oil,,"268",,,,,,,
,,,,,,"Cottonseed",,"194000.00",,,,,,,
,,,,,,"Oil,,"331",,,,,,,
,,,,,,"Wine",,"24.60",,,,,,,
,,,,,,"Margarine,,"1242",,,,,,,
,,,,,,"Oil,,"258",,,,,,,
,,,,,,"Margarine,,"1242",,,,,,,
,,,,,,"Cotton lint",,"2992.50",,,,,,,
,,,,,,"Oil,,"331",,,,,,,
,,,,,,"Cottonseed",,"5937.50",,,,,,,
,,,,,,"Oil,,"290",,,,,,,
,,,,,,"Oil,,"257",,,,,,,
,,,,,,"Palm kernels",,"294000.00",,,,,,,
,,,,,,"Oil,,"252",,,,,,,
,,,,,,"Oil,,"244",,,,,,,
,,,,,,"Oil,,"237",,,,,,,
,,,,,,"Molasses",,"3252000.00",,,,,,,
,,,,,,"Sugar Raw Centrifugal",,"7816544.00",,,,,,,
,,,,,,"Beer of barley",,"2185296.00",,,,,,,
,,,,,,"Margarine,,"1242",,,,,,,
,,,,,,"Oil,,"271",,,,,,,
,,,,,,"Cottonseed",,"0.00",,,,,,,
,,,,,,"Wine",,"92435.00",,,,,,,
,,,,,,"Oil,,"290",,,,,,,
,,,,,,"Molasses",,"448.00",,,,,,,
,,,,,,"Oil,, virgin",,,,,,,
,,,,,,"Oil,,"268",,,,,,,
,,,,,,"Sugar Raw Centrifugal",,"1300.00",,,,,,,
,,,,,,"Beer of barley",,"71812.00",,,,,,,
,,,,,,"Oil,,"252",,,,,,,
,,,,,,"Palm kernels",,"0.00",,,,,,,
,,,,,,"Oil,,"257",,,,,,,
,,,,,,"Oil,,"237",,,,,,,
,,,,,,"Beer of barley",,"48000.00",,,,,,,
,,,,,,"Oil,,"258",,,,,,,
,,,,,,"Cotton lint",,"11000.00",,,,,,,
,,,,,,"Oil,,"331",,,,,,,
,,,,,,"Cottonseed",,"18700.00",,,,,,,
,,,,,,"Oil,,"257",,,,,,,
,,,,,,"Palm kernels",,"36468.00",,,,,,,
,,,,,,"Oil,,"252",,,,,,,
,,,,,,"Oil,,"244",,,,,,,
,,,,,,"Oil,,"252",,,,,,,
,,,,,,"Oil,,"252",,,,,,,
,,,,,,"Oil,,"244",,,,,,,
,,,,,,"Margarine,,"1242",,,,,,,
,,,,,,"Oil,,"237",,,,,,,
,,,,,,"Oil,,"244",,,,,,,
,,,,,,"Oil,,"252",,,,,,,
,,,,,,"Sugar Raw Centrifugal",,"0.00",,,,,,,
,,,,,,"Beer of barley",,"50206.00",,,,,,,
,,,,,,"Molasses",,"0.00",,,,,,,
,,,,,,"Cottonseed",,"1031.94",,,,,,,
,,,,,,"Oil,,"334",,,,,,,
,,,,,,"Wine",,"29070.00",,,,,,,
,,,,,,"Cotton lint",,"540.54",,,,,,,
,,,,,,"Margarine,,"1242",,,,,,,
,,,,,,"Oil,,"268",,,,,,,
,,,,,,"Oil,,"237",,,,,,,
,,,,,,"Molasses",,"0.00",,,,,,,
,,,,,,"Oil,, virgin",,,,,,,
,,,,,,"Beer of barley",,"77324.00",,,,,,,
,,,,,,"Sugar Raw Centrifugal",,"0.00",,,,,,,
,,,,,,"Oil,,"290",,,,,,,
,,,,,,"Oil,,"271",,,,,,,
,,,,,,"Beer of barley",,"1030785.00",,,,,,,
,,,,,,"Oil,,"60",,,,,,,
,,,,,,"Sugar Raw Centrifugal",,"2339000.00",,,,,,,
,,,,,,"Molasses",,"586000.00",,,,,,,
,,,,,,"Oil,,"237",,,,,,,
,,,,,,"Oil,,"244",,,,,,,
,,,,,,"Oil,,"252",,,,,,,
,,,,,,"Oil,, virgin",,,,,,,
,,,,,,"Oil,,"268",,,,,,,
,,,,,,"Oil,,"290",,,,,,,
,,,,,,"Cottonseed",,"1077440.00",,,,,,,
,,,,,,"Oil,,"331",,,,,,,
,,,,,,"Oil,,"334",,,,,,,
,,,,,,"Wine",,"24531.00",,,,,,,
,,,,,,"Cotton lint",,"673000.00",,,,,,,
,,,,,,"Margarine,,"1242",,,,,,,
,,,,,,"Oil,,"331",,,,,,,
,,,,,,"Molasses",,"9900.00",,,,,,,
,,,,,,"Sugar Raw Centrifugal",,"30000.00",,,,,,,
,,,,,,"Cottonseed",,"661100.00",,,,,,,
,,,,,,"Cotton lint",,"330300.00",,,,,,,
,,,,,,"Wine",,"18860.00",,,,,,,
,,,,,,"Oil,,"252",,,,,,,
,,,,,,"Cotton lint",,"23182.00",,,,,,,
,,,,,,"Oil,,"331",,,,,,,
,,,,,,"Sugar Raw Centrifugal",,"259058.00",,,,,,,
,,,,,,"Beer of barley",,"190400.00",,,,,,,
,,,,,,"Molasses",,"98000.00",,,,,,,
,,,,,,"Oil,,"237",,,,,,,
,,,,,,"Oil,,"244",,,,,,,
,,,,,,"Oil,,"268",,,,,,,
,,,,,,"Oil,,"290",,,,,,,
,,,,,,"Cottonseed",,"45000.00",,,,,,,
,,,,,,"Wine",,"250000.00",,,,,,,
,,,,,,"Oil,,"244",,,,,,,
,,,,,,"Oil,,"268",,,,,,,
,,,,,,"Oil,,"271",,,,,,,
,,,,,,"Oil,,"334",,,,,,,
,,,,,,"Oil,,"237",,,,,,,
,,,,,,"Margarine,,"1242",,,,,,,
,,,,,,"Beer of barley",,"3203880.00",,,,,,,
,,,,,,"Oil,,"60",,,,,,,
,,,,,,"Sugar Raw Centrifugal",,"1571230.00",,,,,,,
,,,,,,"Molasses",,"550000.00",,,,,,,
,,,,,,"Oil,,"244",,,,,,,
